id,gene1,gene2,score
9606.ENSP00000025301,AKAP11,PRKACB,0.948
9606.ENSP00000025301,AKAP11,PRKACA,0.939
9606.ENSP00000085219,CD22,PTPRC,0.999
9606.ENSP00000085219,CD22,PTPN6,0.997
9606.ENSP00000085219,CD22,CD19,0.992
9606.ENSP00000085219,CD22,CD79A,0.985
9606.ENSP00000085219,CD22,LYN,0.97
9606.ENSP00000085219,CD22,CD79B,0.96
9606.ENSP00000085219,CD22,SYK,0.959
9606.ENSP00000085219,CD22,CD200R1,0.935
9606.ENSP00000085219,CD22,MS4A1,0.928
9606.ENSP00000085219,CD22,CD5,0.903
9606.ENSP00000160382,ACTL6B,DPF1,0.999
9606.ENSP00000160382,ACTL6B,DPF3,0.999
9606.ENSP00000160382,ACTL6B,PHF10,0.992
9606.ENSP00000160382,ACTL6B,SMARCC2,0.991
9606.ENSP00000160382,ACTL6B,SMARCD1,0.99
9606.ENSP00000160382,ACTL6B,SMARCB1,0.989
9606.ENSP00000160382,ACTL6B,SMARCA2,0.982
9606.ENSP00000160382,ACTL6B,SMARCE1,0.982
9606.ENSP00000160382,ACTL6B,SMARCA4,0.98
9606.ENSP00000160382,ACTL6B,ARID1A,0.978
9606.ENSP00000160382,ACTL6B,DPF2,0.977
9606.ENSP00000160382,ACTL6B,SMARCC1,0.976
9606.ENSP00000160382,ACTL6B,ARID2,0.968
9606.ENSP00000160382,ACTL6B,SMARCD3,0.967
9606.ENSP00000160382,ACTL6B,ARID1B,0.964
9606.ENSP00000160382,ACTL6B,ACTL6A,0.961
9606.ENSP00000160382,ACTL6B,BRD7,0.96
9606.ENSP00000160382,ACTL6B,DMAP1,0.959
9606.ENSP00000160382,ACTL6B,PBRM1,0.958
9606.ENSP00000160382,ACTL6B,SS18,0.953
9606.ENSP00000160382,ACTL6B,SMARCD2,0.951
9606.ENSP00000160382,ACTL6B,ACTB,0.95
9606.ENSP00000160382,ACTL6B,BCL7A,0.945
9606.ENSP00000160382,ACTL6B,BANF1,0.939
9606.ENSP00000160382,ACTL6B,TRRAP,0.938
9606.ENSP00000160382,ACTL6B,EP400,0.937
9606.ENSP00000160382,ACTL6B,BRD9,0.933
9606.ENSP00000160382,ACTL6B,SS18L1,0.928
9606.ENSP00000160382,ACTL6B,MEAF6,0.927
9606.ENSP00000160382,ACTL6B,BCL7C,0.925
9606.ENSP00000160382,ACTL6B,RUVBL2,0.916
9606.ENSP00000160382,ACTL6B,ACTG1,0.914
9606.ENSP00000160382,ACTL6B,EPC1,0.91
9606.ENSP00000160382,ACTL6B,YEATS4,0.909
9606.ENSP00000160382,ACTL6B,RUVBL1,0.907
9606.ENSP00000160382,ACTL6B,EPC2,0.905
9606.ENSP00000160382,ACTL6B,PPARG,0.901
9606.ENSP00000160382,ACTL6B,ACTR8,0.9
9606.ENSP00000164227,BCL3,NFKB1,0.999
9606.ENSP00000164227,BCL3,NFKB2,0.999
9606.ENSP00000164227,BCL3,CYLD,0.986
9606.ENSP00000164227,BCL3,PIR,0.983
9606.ENSP00000164227,BCL3,RELB,0.959
9606.ENSP00000164227,BCL3,REL,0.952
9606.ENSP00000164227,BCL3,RELA,0.951
9606.ENSP00000164227,BCL3,HDAC1,0.909
9606.ENSP00000164227,BCL3,NFKBIA,0.904
9606.ENSP00000216479,AHSA1,HSP90AB1,0.999
9606.ENSP00000216479,AHSA1,HSP90AA1,0.999
9606.ENSP00000216479,AHSA1,STIP1,0.998
9606.ENSP00000216479,AHSA1,PTGES3,0.994
9606.ENSP00000216479,AHSA1,FKBP4,0.973
9606.ENSP00000216479,AHSA1,HSPA4,0.971
9606.ENSP00000216479,AHSA1,CDC37,0.968
9606.ENSP00000216479,AHSA1,PPID,0.95
9606.ENSP00000216479,AHSA1,HSPA8,0.93
9606.ENSP00000216479,AHSA1,HSP90B1,0.915
9606.ENSP00000216479,AHSA1,DNAJA1,0.902
9606.ENSP00000216911,AURKA,TPX2,0.999
9606.ENSP00000216911,AURKA,TACC3,0.998
9606.ENSP00000216911,AURKA,MYCN,0.998
9606.ENSP00000216911,AURKA,TP53,0.998
9606.ENSP00000216911,AURKA,PLK1,0.997
9606.ENSP00000216911,AURKA,CDC20,0.995
9606.ENSP00000216911,AURKA,INCENP,0.994
9606.ENSP00000216911,AURKA,BIRC5,0.993
9606.ENSP00000216911,AURKA,NEDD9,0.99
9606.ENSP00000216911,AURKA,CCNB2,0.988
9606.ENSP00000216911,AURKA,UBE2C,0.986
9606.ENSP00000216911,AURKA,CCNB1,0.979
9606.ENSP00000216911,AURKA,BORA,0.976
9606.ENSP00000216911,AURKA,KIF2C,0.975
9606.ENSP00000216911,AURKA,CKAP5,0.974
9606.ENSP00000216911,AURKA,KIF11,0.972
9606.ENSP00000216911,AURKA,BUB1,0.971
9606.ENSP00000216911,AURKA,HMMR,0.97
9606.ENSP00000216911,AURKA,PTTG1,0.967
9606.ENSP00000216911,AURKA,DLGAP5,0.966
9606.ENSP00000216911,AURKA,TOP2A,0.963
9606.ENSP00000216911,AURKA,GADD45A,0.961
9606.ENSP00000216911,AURKA,CENPA,0.959
9606.ENSP00000216911,AURKA,CPEB1,0.955
9606.ENSP00000216911,AURKA,CDCA8,0.952
9606.ENSP00000216911,AURKA,NCAPG,0.952
9606.ENSP00000216911,AURKA,CDK1,0.951
9606.ENSP00000216911,AURKA,CCNA2,0.949
9606.ENSP00000216911,AURKA,FN1,0.945
9606.ENSP00000216911,AURKA,HDAC6,0.944
9606.ENSP00000216911,AURKA,BRCA1,0.942
9606.ENSP00000216911,AURKA,CEP192,0.94
9606.ENSP00000216911,AURKA,KIF20A,0.936
9606.ENSP00000216911,AURKA,CEP55,0.936
9606.ENSP00000216911,AURKA,NDC80,0.933
9606.ENSP00000216911,AURKA,ASPM,0.93
9606.ENSP00000216911,AURKA,MAD2L1,0.929
9606.ENSP00000216911,AURKA,KIF23,0.924
9606.ENSP00000216911,AURKA,BUB1B,0.924
9606.ENSP00000216911,AURKA,AURKB,0.922
9606.ENSP00000216911,AURKA,CPEB4,0.919
9606.ENSP00000216911,AURKA,PHLDA1,0.918
9606.ENSP00000216911,AURKA,CPEB2,0.918
9606.ENSP00000216911,AURKA,MYC,0.914
9606.ENSP00000216911,AURKA,MELK,0.913
9606.ENSP00000216911,AURKA,CPEB3,0.913
9606.ENSP00000216911,AURKA,PRC1,0.91
9606.ENSP00000216911,AURKA,FZR1,0.908
9606.ENSP00000216911,AURKA,CENPF,0.902
9606.ENSP00000218104,ABCD1,ABCD3,0.98
9606.ENSP00000218104,ABCD1,ABCD2,0.954
9606.ENSP00000218104,ABCD1,PEX19,0.951
9606.ENSP00000218104,ABCD1,SLC27A2,0.93
9606.ENSP00000218104,ABCD1,PEX3,0.907
9606.ENSP00000220592,AGO2,DDX6,0.999
9606.ENSP00000220592,AGO2,DICER1,0.999
9606.ENSP00000220592,AGO2,DHX9,0.999
9606.ENSP00000220592,AGO2,GEMIN4,0.999
9606.ENSP00000220592,AGO2,TNRC6A,0.999
9606.ENSP00000220592,AGO2,DDX20,0.999
9606.ENSP00000220592,AGO2,AGO1,0.999
9606.ENSP00000220592,AGO2,TARBP2,0.999
9606.ENSP00000220592,AGO2,FMR1,0.998
9606.ENSP00000220592,AGO2,TNRC6B,0.998
9606.ENSP00000220592,AGO2,HSP90AA1,0.997
9606.ENSP00000220592,AGO2,ELAVL1,0.997
9606.ENSP00000220592,AGO2,AGO3,0.997
9606.ENSP00000220592,AGO2,MOV10,0.997
9606.ENSP00000220592,AGO2,FXR1,0.996
9606.ENSP00000220592,AGO2,DROSHA,0.995
9606.ENSP00000220592,AGO2,NPM1,0.992
9606.ENSP00000220592,AGO2,TNRC6C,0.992
9606.ENSP00000220592,AGO2,HSP90AB1,0.992
9606.ENSP00000220592,AGO2,EIF4E,0.991
9606.ENSP00000220592,AGO2,XPO5,0.99
9606.ENSP00000220592,AGO2,AGO4,0.988
9606.ENSP00000220592,AGO2,DGCR8,0.984
9606.ENSP00000220592,AGO2,RBM4,0.978
9606.ENSP00000220592,AGO2,IPO8,0.975
9606.ENSP00000220592,AGO2,DCP2,0.972
9606.ENSP00000220592,AGO2,PRKRA,0.965
9606.ENSP00000220592,AGO2,RBM8A,0.961
9606.ENSP00000220592,AGO2,TSNAX,0.958
9606.ENSP00000220592,AGO2,EGFR,0.956
9606.ENSP00000220592,AGO2,TSN,0.952
9606.ENSP00000220592,AGO2,NCBP1,0.95
9606.ENSP00000220592,AGO2,UPF1,0.949
9606.ENSP00000220592,AGO2,FXR2,0.949
9606.ENSP00000220592,AGO2,HTT,0.946
9606.ENSP00000220592,AGO2,SND1,0.943
9606.ENSP00000220592,AGO2,TRIM71,0.94
9606.ENSP00000220592,AGO2,LIMD1,0.936
9606.ENSP00000220592,AGO2,NCBP2,0.922
9606.ENSP00000220592,AGO2,PABPC1,0.919
9606.ENSP00000220592,AGO2,CLP1,0.917
9606.ENSP00000220592,AGO2,NCBP3,0.915
9606.ENSP00000220592,AGO2,ZFP36,0.914
9606.ENSP00000220592,AGO2,EIF4E2,0.911
9606.ENSP00000220592,AGO2,YBX1,0.91
9606.ENSP00000220592,AGO2,DDX5,0.907
9606.ENSP00000220592,AGO2,RNMT,0.904
9606.ENSP00000220592,AGO2,POP1,0.903
9606.ENSP00000220592,AGO2,RPP40,0.903
9606.ENSP00000220592,AGO2,RPP38,0.903
9606.ENSP00000220592,AGO2,PRORP,0.903
9606.ENSP00000220592,AGO2,HSD17B10,0.902
9606.ENSP00000220592,AGO2,RPP14,0.901
9606.ENSP00000220592,AGO2,POP4,0.901
9606.ENSP00000220592,AGO2,RPP25,0.9
9606.ENSP00000220592,AGO2,POP5,0.9
9606.ENSP00000220592,AGO2,RAMAC,0.9
9606.ENSP00000220592,AGO2,RPP30,0.9
9606.ENSP00000220592,AGO2,RPP21,0.9
9606.ENSP00000220592,AGO2,POP7,0.9
9606.ENSP00000221922,CCDC9,EIF4A3,0.97
9606.ENSP00000221922,CCDC9,MAGOH,0.957
9606.ENSP00000221922,CCDC9,RBM8A,0.936
9606.ENSP00000221922,CCDC9,CASC3,0.927
9606.ENSP00000221922,CCDC9,UPF1,0.91
9606.ENSP00000221922,CCDC9,UPF2,0.903
9606.ENSP00000221922,CCDC9,UPF3B,0.902
9606.ENSP00000221922,CCDC9,PYM1,0.9
9606.ENSP00000222388,ABCF2,ABCE1,0.921
9606.ENSP00000225941,ABI3,ABI3BP,0.998
9606.ENSP00000225941,ABI3,CYFIP1,0.991
9606.ENSP00000225941,ABI3,NCKAP1,0.988
9606.ENSP00000225941,ABI3,NCKAP1L,0.98
9606.ENSP00000225941,ABI3,BRK1,0.965
9606.ENSP00000225941,ABI3,WASF2,0.965
9606.ENSP00000225941,ABI3,WASF1,0.958
9606.ENSP00000225941,ABI3,CYFIP2,0.945
9606.ENSP00000225941,ABI3,WASF3,0.933
9606.ENSP00000227507,CCND1,CDK2,0.999
9606.ENSP00000227507,CCND1,CDKN1B,0.999
9606.ENSP00000227507,CCND1,CDK4,0.999
9606.ENSP00000227507,CCND1,CDK6,0.999
9606.ENSP00000227507,CCND1,CDKN1A,0.999
9606.ENSP00000227507,CCND1,RB1,0.998
9606.ENSP00000227507,CCND1,CDK1,0.998
9606.ENSP00000227507,CCND1,CDKN2A,0.998
9606.ENSP00000227507,CCND1,ESR1,0.997
9606.ENSP00000227507,CCND1,CDKN1C,0.994
9606.ENSP00000227507,CCND1,CDKN2C,0.989
9606.ENSP00000227507,CCND1,PCNA,0.989
9606.ENSP00000227507,CCND1,GSK3B,0.987
9606.ENSP00000227507,CCND1,CREBBP,0.986
9606.ENSP00000227507,CCND1,FBXO31,0.985
9606.ENSP00000227507,CCND1,STAT3,0.98
9606.ENSP00000227507,CCND1,EP300,0.974
9606.ENSP00000227507,CCND1,CDKN2B,0.974
9606.ENSP00000227507,CCND1,CTNNB1,0.972
9606.ENSP00000227507,CCND1,CDC25A,0.97
9606.ENSP00000227507,CCND1,MYC,0.969
9606.ENSP00000227507,CCND1,SKP1,0.968
9606.ENSP00000227507,CCND1,RBL2,0.966
9606.ENSP00000227507,CCND1,YBX3,0.961
9606.ENSP00000227507,CCND1,SKP2,0.959
9606.ENSP00000227507,CCND1,KAT2B,0.959
9606.ENSP00000227507,CCND1,BCL2,0.958
9606.ENSP00000227507,CCND1,FBXO4,0.956
9606.ENSP00000227507,CCND1,AR,0.955
9606.ENSP00000227507,CCND1,CDKN2D,0.952
9606.ENSP00000227507,CCND1,CCNL2,0.949
9606.ENSP00000227507,CCND1,CREB1,0.949
9606.ENSP00000227507,CCND1,TP53,0.946
9606.ENSP00000227507,CCND1,ELAVL1,0.946
9606.ENSP00000227507,CCND1,HSPA8,0.945
9606.ENSP00000227507,CCND1,RASSF1,0.945
9606.ENSP00000227507,CCND1,FOS,0.942
9606.ENSP00000227507,CCND1,CCND2,0.942
9606.ENSP00000227507,CCND1,CCND3,0.939
9606.ENSP00000227507,CCND1,E2F1,0.938
9606.ENSP00000227507,CCND1,RBL1,0.935
9606.ENSP00000227507,CCND1,LEF1,0.93
9606.ENSP00000227507,CCND1,MDM2,0.926
9606.ENSP00000227507,CCND1,CUL1,0.924
9606.ENSP00000227507,CCND1,AKT1,0.923
9606.ENSP00000227507,CCND1,BRCA1,0.922
9606.ENSP00000227507,CCND1,SYMPK,0.921
9606.ENSP00000227507,CCND1,HDAC4,0.92
9606.ENSP00000227507,CCND1,JUN,0.919
9606.ENSP00000227507,CCND1,LOC102723407,0.909
9606.ENSP00000227507,CCND1,ERBB2,0.904
9606.ENSP00000227507,CCND1,PRMT5,0.903
9606.ENSP00000227507,CCND1,NOTCH1,0.902
9606.ENSP00000227507,CCND1,HDAC3,0.9
9606.ENSP00000229922,CAP2,CFL1,0.938
9606.ENSP00000229922,CAP2,TWF2,0.915
9606.ENSP00000233242,APOB,APOA2,0.999
9606.ENSP00000233242,APOB,APOC3,0.999
9606.ENSP00000233242,APOB,APOE,0.999
9606.ENSP00000233242,APOB,MTTP,0.999
9606.ENSP00000233242,APOB,LPA,0.999
9606.ENSP00000233242,APOB,APOA1,0.999
9606.ENSP00000233242,APOB,SCARB1,0.997
9606.ENSP00000233242,APOB,APOC1,0.996
9606.ENSP00000233242,APOB,APOA4,0.992
9606.ENSP00000233242,APOB,APOC2,0.991
9606.ENSP00000233242,APOB,CETP,0.989
9606.ENSP00000233242,APOB,PCSK9,0.987
9606.ENSP00000233242,APOB,APOA5,0.986
9606.ENSP00000233242,APOB,APOH,0.985
9606.ENSP00000233242,APOB,LIPC,0.983
9606.ENSP00000233242,APOB,SORT1,0.983
9606.ENSP00000233242,APOB,LCAT,0.983
9606.ENSP00000233242,APOB,CD36,0.98
9606.ENSP00000233242,APOB,APOBR,0.969
9606.ENSP00000233242,APOB,PLTP,0.964
9606.ENSP00000233242,APOB,APOBEC1,0.963
9606.ENSP00000233242,APOB,SCARB2,0.962
9606.ENSP00000233242,APOB,LDLR,0.955
9606.ENSP00000233242,APOB,PON1,0.952
9606.ENSP00000233242,APOB,ALB,0.951
9606.ENSP00000233242,APOB,LPL,0.94
9606.ENSP00000233242,APOB,PLA2G7,0.936
9606.ENSP00000233242,APOB,APOM,0.933
9606.ENSP00000233242,APOB,LDLRAP1,0.926
9606.ENSP00000233242,APOB,NPC1L1,0.903
9606.ENSP00000233242,APOB,AHSG,0.9
9606.ENSP00000234739,BCL9,CTNNB1,0.999
9606.ENSP00000234739,BCL9,PYGO1,0.999
9606.ENSP00000234739,BCL9,PYGO2,0.999
9606.ENSP00000234739,BCL9,HNF4A,0.979
9606.ENSP00000234739,BCL9,TCF7L2,0.976
9606.ENSP00000234739,BCL9,BCL9L,0.963
9606.ENSP00000234739,BCL9,TCF4,0.93
9606.ENSP00000234739,BCL9,TLE1,0.925
9606.ENSP00000234739,BCL9,LDB1,0.92
9606.ENSP00000234739,BCL9,H3C12,0.916
9606.ENSP00000234739,BCL9,H3C13,0.915
9606.ENSP00000234739,BCL9,H3-4,0.915
9606.ENSP00000234739,BCL9,H3-3B,0.915
9606.ENSP00000234739,BCL9,TLE3,0.913
9606.ENSP00000234739,BCL9,LEF1,0.91
9606.ENSP00000234739,BCL9,TLE4,0.9
9606.ENSP00000236959,ATIC,ADSL,0.999
9606.ENSP00000236959,ATIC,GART,0.999
9606.ENSP00000236959,ATIC,MTHFD1,0.998
9606.ENSP00000236959,ATIC,SHMT1,0.998
9606.ENSP00000236959,ATIC,ADSS2,0.997
9606.ENSP00000236959,ATIC,PAICS,0.997
9606.ENSP00000236959,ATIC,ADSS1,0.996
9606.ENSP00000236959,ATIC,PPAT,0.995
9606.ENSP00000236959,ATIC,SHMT2,0.995
9606.ENSP00000236959,ATIC,MTHFD1L,0.994
9606.ENSP00000236959,ATIC,MTHFD2,0.992
9606.ENSP00000236959,ATIC,IMPDH2,0.991
9606.ENSP00000236959,ATIC,MTHFD2L,0.989
9606.ENSP00000236959,ATIC,DHFR,0.987
9606.ENSP00000236959,ATIC,APRT,0.982
9606.ENSP00000236959,ATIC,IMPDH1,0.979
9606.ENSP00000236959,ATIC,GMPR,0.975
9606.ENSP00000236959,ATIC,DHFR2,0.974
9606.ENSP00000236959,ATIC,ITPA,0.974
9606.ENSP00000236959,ATIC,MTR,0.972
9606.ENSP00000236959,ATIC,AMPD1,0.968
9606.ENSP00000236959,ATIC,AMT,0.964
9606.ENSP00000236959,ATIC,HPRT1,0.958
9606.ENSP00000236959,ATIC,FTCD,0.953
9606.ENSP00000236959,ATIC,AMPD2,0.951
9606.ENSP00000236959,ATIC,AMPD3,0.947
9606.ENSP00000236959,ATIC,CANT1,0.942
9606.ENSP00000236959,ATIC,NT5E,0.937
9606.ENSP00000236959,ATIC,ALK,0.932
9606.ENSP00000236959,ATIC,NT5C1A,0.929
9606.ENSP00000236959,ATIC,ENTPD4,0.922
9606.ENSP00000236959,ATIC,GMPS,0.921
9606.ENSP00000236959,ATIC,NT5C1B,0.919
9606.ENSP00000236959,ATIC,ENTPD8,0.919
9606.ENSP00000236959,ATIC,ENTPD1,0.919
9606.ENSP00000236959,ATIC,NT5C1B-RDH14,0.919
9606.ENSP00000236959,ATIC,ENTPD3,0.913
9606.ENSP00000236959,ATIC,NT5C3A,0.912
9606.ENSP00000236959,ATIC,NT5M,0.91
9606.ENSP00000236959,ATIC,ENTPD5,0.91
9606.ENSP00000236959,ATIC,NT5C2,0.91
9606.ENSP00000236959,ATIC,ENTPD6,0.907
9606.ENSP00000236959,ATIC,NT5C3B,0.906
9606.ENSP00000236959,ATIC,NT5C,0.905
9606.ENSP00000236959,ATIC,NUDT16,0.902
9606.ENSP00000241416,ACVR2A,BMP7,0.999
9606.ENSP00000241416,ACVR2A,BMP6,0.999
9606.ENSP00000241416,ACVR2A,GDF11,0.999
9606.ENSP00000241416,ACVR2A,INHBA,0.999
9606.ENSP00000241416,ACVR2A,ACVR1,0.999
9606.ENSP00000241416,ACVR2A,BMP2,0.999
9606.ENSP00000241416,ACVR2A,BMPR1A,0.998
9606.ENSP00000241416,ACVR2A,GDF2,0.998
9606.ENSP00000241416,ACVR2A,ACVR1B,0.998
9606.ENSP00000241416,ACVR2A,ACVR2B,0.998
9606.ENSP00000241416,ACVR2A,MSTN,0.997
9606.ENSP00000241416,ACVR2A,BMP4,0.997
9606.ENSP00000241416,ACVR2A,ACVR1C,0.996
9606.ENSP00000241416,ACVR2A,INHBB,0.995
9606.ENSP00000241416,ACVR2A,ACVRL1,0.994
9606.ENSP00000241416,ACVR2A,BMPR2,0.994
9606.ENSP00000241416,ACVR2A,BMP10,0.991
9606.ENSP00000241416,ACVR2A,TGFBR1,0.988
9606.ENSP00000241416,ACVR2A,BMPR1B,0.987
9606.ENSP00000241416,ACVR2A,GDF5,0.986
9606.ENSP00000241416,ACVR2A,NODAL,0.984
9606.ENSP00000241416,ACVR2A,BMP5,0.98
9606.ENSP00000241416,ACVR2A,SMAD3,0.979
9606.ENSP00000241416,ACVR2A,GDF1,0.979
9606.ENSP00000241416,ACVR2A,TDGF1,0.977
9606.ENSP00000241416,ACVR2A,SMAD2,0.977
9606.ENSP00000241416,ACVR2A,GDF7,0.969
9606.ENSP00000241416,ACVR2A,GDF10,0.967
9606.ENSP00000241416,ACVR2A,INHA,0.966
9606.ENSP00000241416,ACVR2A,GDF6,0.961
9606.ENSP00000241416,ACVR2A,BMP8A,0.96
9606.ENSP00000241416,ACVR2A,TGFBR3,0.957
9606.ENSP00000241416,ACVR2A,BMP8B,0.939
9606.ENSP00000241416,ACVR2A,INHBC,0.937
9606.ENSP00000241416,ACVR2A,INHBE,0.935
9606.ENSP00000241416,ACVR2A,GDF3,0.935
9606.ENSP00000242375,AKR1D1,HSD3B7,0.995
9606.ENSP00000242375,AKR1D1,SRD5A1,0.988
9606.ENSP00000242375,AKR1D1,AKR1C3,0.983
9606.ENSP00000242375,AKR1D1,AKR1C1,0.983
9606.ENSP00000242375,AKR1D1,HSD11B1,0.977
9606.ENSP00000242375,AKR1D1,HSD11B2,0.975
9606.ENSP00000242375,AKR1D1,CYP8B1,0.961
9606.ENSP00000242375,AKR1D1,SRD5A2,0.957
9606.ENSP00000242375,AKR1D1,CYP11B1,0.946
9606.ENSP00000242375,AKR1D1,HSD3B2,0.943
9606.ENSP00000242375,AKR1D1,HSD3B1,0.941
9606.ENSP00000242375,AKR1D1,SRD5A3,0.941
9606.ENSP00000242375,AKR1D1,CYP17A1,0.936
9606.ENSP00000242375,AKR1D1,HSD17B6,0.934
9606.ENSP00000242375,AKR1D1,HSD17B3,0.933
9606.ENSP00000242375,AKR1D1,HSD17B2,0.931
9606.ENSP00000242375,AKR1D1,HSD11B1L,0.927
9606.ENSP00000242375,AKR1D1,UGT2B4,0.927
9606.ENSP00000242375,AKR1D1,HSD17B8,0.924
9606.ENSP00000242375,AKR1D1,CYP11B2,0.924
9606.ENSP00000242375,AKR1D1,CYP19A1,0.922
9606.ENSP00000242375,AKR1D1,UGT2B28,0.922
9606.ENSP00000242375,AKR1D1,UGT1A8,0.919
9606.ENSP00000242375,AKR1D1,UGT1A1,0.919
9606.ENSP00000242375,AKR1D1,UGT1A10,0.919
9606.ENSP00000242375,AKR1D1,CYP21A2,0.919
9606.ENSP00000242375,AKR1D1,UGT1A6,0.919
9606.ENSP00000242375,AKR1D1,UGT1A4,0.918
9606.ENSP00000242375,AKR1D1,UGT2B15,0.916
9606.ENSP00000242375,AKR1D1,UGT1A7,0.916
9606.ENSP00000242375,AKR1D1,UGT1A3,0.915
9606.ENSP00000242375,AKR1D1,UGT2A3,0.915
9606.ENSP00000242375,AKR1D1,UGT2B11,0.915
9606.ENSP00000242375,AKR1D1,UGT2B7,0.915
9606.ENSP00000242375,AKR1D1,UGT1A9,0.914
9606.ENSP00000242375,AKR1D1,UGT1A5,0.914
9606.ENSP00000242375,AKR1D1,UGT2B10,0.914
9606.ENSP00000242375,AKR1D1,UGT2A2,0.913
9606.ENSP00000242375,AKR1D1,UGT2B17,0.911
9606.ENSP00000242375,AKR1D1,AKR1C4,0.908
9606.ENSP00000242728,BHLHE41,PER2,0.999
9606.ENSP00000242728,BHLHE41,ARNTL,0.989
9606.ENSP00000242728,BHLHE41,NFIL3,0.989
9606.ENSP00000242728,BHLHE41,CRY1,0.978
9606.ENSP00000242728,BHLHE41,BHLHE40,0.971
9606.ENSP00000242728,BHLHE41,CLOCK,0.969
9606.ENSP00000242728,BHLHE41,NPAS2,0.969
9606.ENSP00000242728,BHLHE41,PER3,0.96
9606.ENSP00000242728,BHLHE41,CRY2,0.948
9606.ENSP00000242728,BHLHE41,NR1D1,0.94
9606.ENSP00000242728,BHLHE41,NR1D2,0.92
9606.ENSP00000242728,BHLHE41,RORA,0.909
9606.ENSP00000244669,APOBEC2,APOBEC4,0.959
9606.ENSP00000244769,ATXN1,CIC,0.996
9606.ENSP00000244769,ATXN1,UBQLN4,0.992
9606.ENSP00000244769,ATXN1,KAT5,0.979
9606.ENSP00000244769,ATXN1,NCOR2,0.979
9606.ENSP00000244769,ATXN1,RBM17,0.975
9606.ENSP00000244769,ATXN1,ATXN1L,0.97
9606.ENSP00000244769,ATXN1,ATXN2,0.969
9606.ENSP00000244769,ATXN1,RBPJ,0.967
9606.ENSP00000244769,ATXN1,PQBP1,0.946
9606.ENSP00000244769,ATXN1,PUM2,0.916
9606.ENSP00000244769,ATXN1,ATXN3,0.912
9606.ENSP00000244769,ATXN1,COIL,0.912
9606.ENSP00000244769,ATXN1,RBFOX2,0.907
9606.ENSP00000244769,ATXN1,ATXN7-2,0.901
9606.ENSP00000244769,ATXN1,RBPJL,0.9
9606.ENSP00000245907,C3,CFP,0.999
9606.ENSP00000245907,C3,CR1,0.999
9606.ENSP00000245907,C3,CD46,0.999
9606.ENSP00000245907,C3,CFI,0.999
9606.ENSP00000245907,C3,CFHR1,0.999
9606.ENSP00000245907,C3,ITGAM,0.999
9606.ENSP00000245907,C3,CR2,0.999
9606.ENSP00000245907,C3,VSIG4,0.999
9606.ENSP00000245907,C3,CFH,0.999
9606.ENSP00000245907,C3,CD55,0.999
9606.ENSP00000245907,C3,CFB,0.999
9606.ENSP00000245907,C3,C5AR2,0.998
9606.ENSP00000245907,C3,ITGB2,0.998
9606.ENSP00000245907,C3,CFHR4,0.998
9606.ENSP00000245907,C3,C3AR1,0.998
9606.ENSP00000245907,C3,C4A,0.998
9606.ENSP00000245907,C3,C4B,0.998
9606.ENSP00000245907,C3,CFD,0.998
9606.ENSP00000245907,C3,CFHR5,0.992
9606.ENSP00000245907,C3,SELP,0.991
9606.ENSP00000245907,C3,CFHR3,0.991
9606.ENSP00000245907,C3,CRP,0.985
9606.ENSP00000245907,C3,C2,0.978
9606.ENSP00000245907,C3,PLG,0.978
9606.ENSP00000245907,C3,C5AR1,0.977
9606.ENSP00000245907,C3,C5,0.974
9606.ENSP00000245907,C3,ITGAX,0.969
9606.ENSP00000245907,C3,CR1L,0.966
9606.ENSP00000245907,C3,ATG16L1,0.961
9606.ENSP00000245907,C3,ALB,0.959
9606.ENSP00000245907,C3,APOA1,0.957
9606.ENSP00000245907,C3,SERPING1,0.954
9606.ENSP00000245907,C3,CFHR2,0.951
