id,gene1,gene2,score
9606.ENSP00000270139,IFNAR1,IFNA6,0.974
9606.ENSP00000270139,IFNAR1,IFNA21,0.972
9606.ENSP00000270139,IFNAR1,IFNA16,0.972
9606.ENSP00000270139,IFNAR1,IFNA7,0.972
9606.ENSP00000270139,IFNAR1,RACK1,0.97
9606.ENSP00000270139,IFNAR1,IFNLR1,0.966
9606.ENSP00000270139,IFNAR1,JAK2,0.965
9606.ENSP00000270139,IFNAR1,IFNL2,0.953
9606.ENSP00000270139,IFNAR1,IFNL1,0.951
9606.ENSP00000270139,IFNAR1,IFNL3,0.94
9606.ENSP00000270139,IFNAR1,IRF9,0.934
9606.ENSP00000270139,IFNAR1,JAK3,0.933
9606.ENSP00000270139,IFNAR1,AXL,0.925
9606.ENSP00000270139,IFNAR1,IL10,0.908
9606.ENSP00000270139,IFNAR1,STAT3,0.906
9606.ENSP00000271234,FNBP1L,WASL,0.998
9606.ENSP00000271234,FNBP1L,CDC42,0.997
9606.ENSP00000271234,FNBP1L,WAS,0.96
9606.ENSP00000271234,FNBP1L,WIPF1,0.958
9606.ENSP00000271234,FNBP1L,FNBP1,0.945
9606.ENSP00000271234,FNBP1L,ATG3,0.917
9606.ENSP00000271234,FNBP1L,SQSTM1,0.909
9606.ENSP00000272342,ETAA1,ATRIP,0.913
9606.ENSP00000273550,FTH1,NCOA4,0.999
9606.ENSP00000273550,FTH1,FTL,0.999
9606.ENSP00000273550,FTH1,TFRC,0.995
9606.ENSP00000274093,GLRA3,GLRB,0.953
9606.ENSP00000274341,HAPLN1,ACAN,0.981
9606.ENSP00000274545,GABRA6,PLCL1,0.909
9606.ENSP00000274545,GABRA6,NSF,0.907
9606.ENSP00000274545,GABRA6,HAP1,0.902
9606.ENSP00000274545,GABRA6,TRAK2,0.9
9606.ENSP00000274547,GABRB2,GABRA1,0.996
9606.ENSP00000274547,GABRB2,GABRG2,0.989
9606.ENSP00000274547,GABRB2,GABRB3,0.969
9606.ENSP00000274547,GABRB2,TRAK2,0.968
9606.ENSP00000274547,GABRB2,GABRB1,0.95
9606.ENSP00000274547,GABRB2,HAP1,0.935
9606.ENSP00000274547,GABRB2,PLCL1,0.909
9606.ENSP00000274547,GABRB2,NSF,0.903
9606.ENSP00000275364,GNA12,ARHGEF1,0.999
9606.ENSP00000275364,GNA12,ARHGEF11,0.999
9606.ENSP00000275364,GNA12,ARHGEF12,0.999
9606.ENSP00000275364,GNA12,LPAR1,0.995
9606.ENSP00000275364,GNA12,S1PR3,0.993
9606.ENSP00000275364,GNA12,GNA13,0.992
9606.ENSP00000275364,GNA12,S1PR2,0.992
9606.ENSP00000275364,GNA12,S1PR5,0.99
9606.ENSP00000275364,GNA12,S1PR4,0.989
9606.ENSP00000275364,GNA12,RHOA,0.988
9606.ENSP00000275364,GNA12,F2R,0.986
9606.ENSP00000275364,GNA12,LPAR2,0.985
9606.ENSP00000275364,GNA12,GPR55,0.983
9606.ENSP00000275364,GNA12,LPAR6,0.982
9606.ENSP00000275364,GNA12,EDNRA,0.98
9606.ENSP00000275364,GNA12,LPAR5,0.98
9606.ENSP00000275364,GNA12,LPAR4,0.974
9606.ENSP00000275364,GNA12,AKAP13,0.973
9606.ENSP00000275364,GNA12,CXCR4,0.972
9606.ENSP00000275364,GNA12,ADRA1A,0.968
9606.ENSP00000275364,GNA12,ADGRG1,0.965
9606.ENSP00000275364,GNA12,ADRA1D,0.96
9606.ENSP00000275364,GNA12,AGTR1,0.954
9606.ENSP00000275364,GNA12,PTK2B,0.952
9606.ENSP00000275364,GNA12,GNG12,0.945
9606.ENSP00000275364,GNA12,CRHR1,0.934
9606.ENSP00000275364,GNA12,EDNRB,0.93
9606.ENSP00000275364,GNA12,PTH1R,0.925
9606.ENSP00000275364,GNA12,ADRA1B,0.925
9606.ENSP00000275364,GNA12,ADRA2A,0.924
9606.ENSP00000275364,GNA12,AVPR1A,0.917
9606.ENSP00000275364,GNA12,IGF1R,0.917
9606.ENSP00000275364,GNA12,RASA2,0.917
9606.ENSP00000275364,GNA12,GRM1,0.916
9606.ENSP00000275364,GNA12,AVPR1B,0.913
9606.ENSP00000275364,GNA12,ADRA2C,0.912
9606.ENSP00000275364,GNA12,ADRA2B,0.909
9606.ENSP00000275428,GGCT,GGT1,0.968
9606.ENSP00000275428,GGCT,OPLAH,0.966
9606.ENSP00000275428,GGCT,CHAC1,0.945
9606.ENSP00000275428,GGCT,CHAC2,0.942
9606.ENSP00000275428,GGCT,GGT7,0.939
9606.ENSP00000275428,GGCT,GGT6,0.938
9606.ENSP00000275428,GGCT,GGT5,0.938
9606.ENSP00000275428,GGCT,GSS,0.926
9606.ENSP00000275428,GGCT,GCLC,0.922
9606.ENSP00000275428,GGCT,GCLM,0.921
9606.ENSP00000275428,GGCT,LAP3,0.905
9606.ENSP00000275428,GGCT,ANPEP,0.902
9606.ENSP00000276708,GSDMC,GSDMB,0.977
9606.ENSP00000276708,GSDMC,GSDME,0.901
9606.ENSP00000280236,FSIP1,HSD17B10,0.982
9606.ENSP00000280481,FREM2,FREM1,0.994
9606.ENSP00000280481,FREM2,FRAS1,0.982
9606.ENSP00000280481,FREM2,ITGA8,0.937
9606.ENSP00000280481,FREM2,ITGB1,0.906
9606.ENSP00000282249,GUCY1A2,GUCY1B1,0.997
9606.ENSP00000282249,GUCY1A2,GUCY1A1,0.967
9606.ENSP00000282249,GUCY1A2,PRKG2,0.953
9606.ENSP00000282249,GUCY1A2,PRKG1,0.952
9606.ENSP00000282249,GUCY1A2,NOS1,0.912
9606.ENSP00000282249,GUCY1A2,ITPA,0.911
9606.ENSP00000282249,GUCY1A2,PKM,0.903
9606.ENSP00000282249,GUCY1A2,ENPP1,0.903
9606.ENSP00000282249,GUCY1A2,ENPP3,0.903
9606.ENSP00000282249,GUCY1A2,NUDT2,0.903
9606.ENSP00000282249,GUCY1A2,PKLR,0.903
9606.ENSP00000282397,FLT1,VEGFC,0.999
9606.ENSP00000282397,FLT1,VEGFB,0.999
9606.ENSP00000282397,FLT1,PGF,0.999
9606.ENSP00000282397,FLT1,VEGFD,0.999
9606.ENSP00000282397,FLT1,KDR,0.994
9606.ENSP00000282397,FLT1,NRP1,0.993
9606.ENSP00000282397,FLT1,FGF2,0.993
9606.ENSP00000282397,FLT1,PDGFC,0.989
9606.ENSP00000282397,FLT1,ANGPT1,0.984
9606.ENSP00000282397,FLT1,ANGPT2,0.983
9606.ENSP00000282397,FLT1,NRP2,0.971
9606.ENSP00000282397,FLT1,PTK2,0.948
9606.ENSP00000282397,FLT1,FGF1,0.944
9606.ENSP00000282397,FLT1,FLT4,0.92
9606.ENSP00000282397,FLT1,FGF7,0.918
9606.ENSP00000282397,FLT1,GRB2,0.913
9606.ENSP00000282397,FLT1,PDGFB,0.911
9606.ENSP00000282397,FLT1,PIK3R1,0.909
9606.ENSP00000282397,FLT1,HGF,0.908
9606.ENSP00000282397,FLT1,PIK3CB,0.908
9606.ENSP00000282397,FLT1,EGF,0.902
9606.ENSP00000282753,GRM1,GNAQ,0.998
9606.ENSP00000282753,GRM1,HOMER1,0.998
9606.ENSP00000282753,GRM1,HOMER3,0.99
9606.ENSP00000282753,GRM1,HOMER2,0.989
9606.ENSP00000282753,GRM1,GRM5,0.977
9606.ENSP00000282753,GRM1,CAMK2A,0.968
9606.ENSP00000282753,GRM1,SPTBN2,0.94
9606.ENSP00000282753,GRM1,DLGAP1,0.938
9606.ENSP00000282753,GRM1,CAMK2B,0.933
9606.ENSP00000282753,GRM1,AGAP2,0.928
9606.ENSP00000282753,GRM1,GNA11,0.921
9606.ENSP00000282753,GRM1,GRM4,0.92
9606.ENSP00000282753,GRM1,GNA12,0.916
9606.ENSP00000282753,GRM1,RORA,0.915
9606.ENSP00000282753,GRM1,GNAI2,0.912
9606.ENSP00000282753,GRM1,RAMP1,0.909
9606.ENSP00000282753,GRM1,GNAI1,0.907
9606.ENSP00000282753,GRM1,GNA13,0.907
9606.ENSP00000282753,GRM1,CALCRL,0.907
9606.ENSP00000282753,GRM1,GNAS,0.905
9606.ENSP00000282753,GRM1,GNAZ,0.905
9606.ENSP00000282753,GRM1,GABBR1,0.905
9606.ENSP00000282753,GRM1,RAMP2,0.904
9606.ENSP00000282753,GRM1,RAMP3,0.904
9606.ENSP00000282753,GRM1,GNAI3,0.903
9606.ENSP00000282753,GRM1,KAT5,0.903
9606.ENSP00000283921,HOXA10,HOXA9,0.931
9606.ENSP00000284486,FAM167A,BLK,0.978
9606.ENSP00000285071,FLCN,FNIP2,0.999
9606.ENSP00000285071,FLCN,RRAGC,0.999
9606.ENSP00000285071,FLCN,FNIP1,0.999
9606.ENSP00000285071,FLCN,RRAGA,0.998
9606.ENSP00000285071,FLCN,RRAGB,0.986
9606.ENSP00000285071,FLCN,RRAGD,0.983
9606.ENSP00000285071,FLCN,SLC38A9,0.942
9606.ENSP00000285071,FLCN,LAMTOR1,0.941
9606.ENSP00000285071,FLCN,LAMTOR4,0.94
9606.ENSP00000285071,FLCN,LAMTOR2,0.934
9606.ENSP00000285071,FLCN,LAMTOR3,0.933
9606.ENSP00000285071,FLCN,LAMTOR5,0.92
9606.ENSP00000285398,ERCC3,GTF2H3,0.999
9606.ENSP00000285398,ERCC3,GTF2H5,0.999
9606.ENSP00000285398,ERCC3,CDK7,0.999
9606.ENSP00000285398,ERCC3,XPA,0.999
9606.ENSP00000285398,ERCC3,GTF2E1,0.999
9606.ENSP00000285398,ERCC3,CCNH,0.999
9606.ENSP00000285398,ERCC3,GTF2H4,0.999
9606.ENSP00000285398,ERCC3,GTF2E2,0.999
9606.ENSP00000285398,ERCC3,MNAT1,0.999
9606.ENSP00000285398,ERCC3,ERCC2,0.999
9606.ENSP00000285398,ERCC3,GTF2H2,0.999
9606.ENSP00000285398,ERCC3,ERCC5,0.999
9606.ENSP00000285398,ERCC3,GTF2B,0.999
9606.ENSP00000285398,ERCC3,GTF2H1,0.999
9606.ENSP00000285398,ERCC3,POLR2A,0.998
9606.ENSP00000285398,ERCC3,TBP,0.998
9606.ENSP00000285398,ERCC3,GTF2A1,0.997
9606.ENSP00000285398,ERCC3,GTF2F1,0.997
9606.ENSP00000285398,ERCC3,GTF2H2C,0.996
9606.ENSP00000285398,ERCC3,POLR2E,0.996
9606.ENSP00000285398,ERCC3,ERCC1,0.994
9606.ENSP00000285398,ERCC3,GTF2F2,0.993
9606.ENSP00000285398,ERCC3,GTF2A2,0.993
9606.ENSP00000285398,ERCC3,MMS19,0.993
9606.ENSP00000285398,ERCC3,ERCC4,0.987
9606.ENSP00000285398,ERCC3,POLR2F,0.985
9606.ENSP00000285398,ERCC3,POLR2D,0.984
9606.ENSP00000285398,ERCC3,TAF2,0.984
9606.ENSP00000285398,ERCC3,TAF6,0.983
9606.ENSP00000285398,ERCC3,TAF8,0.982
9606.ENSP00000285398,ERCC3,TCEA1,0.982
9606.ENSP00000285398,ERCC3,TAF7,0.982
9606.ENSP00000285398,ERCC3,TAF1,0.982
9606.ENSP00000285398,ERCC3,TAF5,0.981
9606.ENSP00000285398,ERCC3,TAF9,0.98
9606.ENSP00000285398,ERCC3,TAF3,0.98
9606.ENSP00000285398,ERCC3,POLR2C,0.98
9606.ENSP00000285398,ERCC3,TAF10,0.98
9606.ENSP00000285398,ERCC3,TAF11,0.98
9606.ENSP00000285398,ERCC3,TAF13,0.979
9606.ENSP00000285398,ERCC3,POLR2B,0.977
9606.ENSP00000285398,ERCC3,ERCC6,0.976
9606.ENSP00000285398,ERCC3,POLR2I,0.972
9606.ENSP00000285398,ERCC3,XPC,0.972
9606.ENSP00000285398,ERCC3,POLR2G,0.971
9606.ENSP00000285398,ERCC3,RAD23B,0.968
9606.ENSP00000285398,ERCC3,POLR2H,0.967
9606.ENSP00000285398,ERCC3,MED7,0.966
9606.ENSP00000285398,ERCC3,MED14,0.963
9606.ENSP00000285398,ERCC3,POLR2K,0.962
9606.ENSP00000285398,ERCC3,POLR2L,0.961
9606.ENSP00000285398,ERCC3,BIVM-ERCC5,0.958
9606.ENSP00000285398,ERCC3,POLR2J,0.956
9606.ENSP00000285398,ERCC3,PUF60,0.953
9606.ENSP00000285398,ERCC3,TAF4,0.948
9606.ENSP00000285398,ERCC3,TAF12,0.947
9606.ENSP00000285398,ERCC3,MED26,0.947
9606.ENSP00000285398,ERCC3,MYC,0.942
9606.ENSP00000285398,ERCC3,MED6,0.94
9606.ENSP00000285398,ERCC3,MED1,0.939
9606.ENSP00000285398,ERCC3,CDK9,0.933
9606.ENSP00000285398,ERCC3,ERCC8,0.933
9606.ENSP00000285398,ERCC3,MED27,0.933
9606.ENSP00000285398,ERCC3,MED23,0.931
9606.ENSP00000285398,ERCC3,MED31,0.928
9606.ENSP00000285398,ERCC3,MED10,0.927
9606.ENSP00000285398,ERCC3,MED21,0.925
9606.ENSP00000285398,ERCC3,MED17,0.921
9606.ENSP00000285398,ERCC3,CCNT1,0.919
9606.ENSP00000285398,ERCC3,MED24,0.918
9606.ENSP00000285398,ERCC3,CCNT2,0.918
9606.ENSP00000285398,ERCC3,TP53,0.908
9606.ENSP00000285398,ERCC3,TAF9B,0.903
9606.ENSP00000286548,GNAQ,S1PR3,0.999
9606.ENSP00000286548,GNAQ,HRH1,0.999
9606.ENSP00000286548,GNAQ,GRM5,0.999
9606.ENSP00000286548,GNAQ,PLCB1,0.999
9606.ENSP00000286548,GNAQ,PLCB3,0.999
9606.ENSP00000286548,GNAQ,GRK2,0.999
9606.ENSP00000286548,GNAQ,S1PR2,0.998
9606.ENSP00000286548,GNAQ,GRM1,0.998
9606.ENSP00000286548,GNAQ,ARHGEF25,0.997
9606.ENSP00000286548,GNAQ,LPAR1,0.997
9606.ENSP00000286548,GNAQ,AGTR1,0.997
9606.ENSP00000286548,GNAQ,GNB1,0.997
9606.ENSP00000286548,GNAQ,CCKAR,0.996
9606.ENSP00000286548,GNAQ,HTR2B,0.995
9606.ENSP00000286548,GNAQ,HTR2C,0.995
9606.ENSP00000286548,GNAQ,OXTR,0.995
9606.ENSP00000286548,GNAQ,TBXA2R,0.995
9606.ENSP00000286548,GNAQ,LPAR2,0.994
9606.ENSP00000286548,GNAQ,PLCB2,0.994
9606.ENSP00000286548,GNAQ,ARHGEF12,0.993
9606.ENSP00000286548,GNAQ,RGS4,0.992
9606.ENSP00000286548,GNAQ,LPAR5,0.991
9606.ENSP00000286548,GNAQ,F2R,0.991
9606.ENSP00000286548,GNAQ,HTR2A,0.99
9606.ENSP00000286548,GNAQ,FFAR1,0.989
9606.ENSP00000286548,GNAQ,RGS2,0.988
9606.ENSP00000286548,GNAQ,ADRA1A,0.987
9606.ENSP00000286548,GNAQ,P2RY2,0.985
9606.ENSP00000286548,GNAQ,ADRA1D,0.983
9606.ENSP00000286548,GNAQ,GNRHR,0.983
9606.ENSP00000286548,GNAQ,BDKRB2,0.982
9606.ENSP00000286548,GNAQ,EDNRA,0.98
9606.ENSP00000286548,GNAQ,KISS1R,0.98
9606.ENSP00000286548,GNAQ,LPAR3,0.978
9606.ENSP00000286548,GNAQ,SUCLG2,0.978
9606.ENSP00000286548,GNAQ,ADRA1B,0.976
9606.ENSP00000286548,GNAQ,EDNRB,0.975
9606.ENSP00000286548,GNAQ,RIC8A,0.975
9606.ENSP00000286548,GNAQ,NRAS,0.974
9606.ENSP00000286548,GNAQ,BDKRB1,0.974
9606.ENSP00000286548,GNAQ,PLCB4,0.973
9606.ENSP00000286548,GNAQ,RHOA,0.973
9606.ENSP00000286548,GNAQ,GNA11,0.973
9606.ENSP00000286548,GNAQ,GNG2,0.972
9606.ENSP00000286548,GNAQ,GCGR,0.969
9606.ENSP00000286548,GNAQ,CASR,0.968
9606.ENSP00000286548,GNAQ,PTGER1,0.968
9606.ENSP00000286548,GNAQ,HRAS,0.967
9606.ENSP00000286548,GNAQ,F2RL1,0.967
9606.ENSP00000286548,GNAQ,LPAR4,0.965
9606.ENSP00000286548,GNAQ,ARHGEF1,0.964
9606.ENSP00000286548,GNAQ,TSHR,0.964
9606.ENSP00000286548,GNAQ,CXCR4,0.963
9606.ENSP00000286548,GNAQ,GHSR,0.963
9606.ENSP00000286548,GNAQ,CHRM1,0.963
9606.ENSP00000286548,GNAQ,AGT,0.962
9606.ENSP00000286548,GNAQ,KRAS,0.96
9606.ENSP00000286548,GNAQ,ADORA2A,0.959
9606.ENSP00000286548,GNAQ,ADRA2A,0.959
9606.ENSP00000286548,GNAQ,AVPR1A,0.957
9606.ENSP00000286548,GNAQ,P2RY1,0.955
9606.ENSP00000286548,GNAQ,CXCR2,0.953
9606.ENSP00000286548,GNAQ,ADRA2C,0.953
9606.ENSP00000286548,GNAQ,GAST,0.95
9606.ENSP00000286548,GNAQ,CHRM3,0.95
9606.ENSP00000286548,GNAQ,FZD6,0.947
9606.ENSP00000286548,GNAQ,AVPR1B,0.947
9606.ENSP00000286548,GNAQ,RGS16,0.947
9606.ENSP00000286548,GNAQ,PTH1R,0.946
9606.ENSP00000286548,GNAQ,FZD1,0.94
9606.ENSP00000286548,GNAQ,DRD1,0.939
9606.ENSP00000286548,GNAQ,CXCR5,0.938
9606.ENSP00000286548,GNAQ,APLNR,0.938
9606.ENSP00000286548,GNAQ,RGS19,0.937
9606.ENSP00000286548,GNAQ,RGS1,0.935
9606.ENSP00000286548,GNAQ,PLCG1,0.933
9606.ENSP00000286548,GNAQ,CCR1,0.932
9606.ENSP00000286548,GNAQ,RGS18,0.932
9606.ENSP00000286548,GNAQ,CCR5,0.932
9606.ENSP00000286548,GNAQ,FPR1,0.929
9606.ENSP00000286548,GNAQ,PLCG2,0.927
9606.ENSP00000286548,GNAQ,CCKBR,0.927
9606.ENSP00000286548,GNAQ,CCR2,0.926
9606.ENSP00000286548,GNAQ,CD81,0.925
9606.ENSP00000286548,GNAQ,CXCR1,0.925
9606.ENSP00000286548,GNAQ,ADRA2B,0.925
9606.ENSP00000286548,GNAQ,RGS5,0.923
9606.ENSP00000286548,GNAQ,ADORA2B,0.922
9606.ENSP00000286548,GNAQ,AGTR2,0.921
9606.ENSP00000286548,GNAQ,CCR7,0.92
9606.ENSP00000286548,GNAQ,PTGER3,0.919
9606.ENSP00000286548,GNAQ,DRD5,0.919
9606.ENSP00000286548,GNAQ,CXCR3,0.919
9606.ENSP00000286548,GNAQ,PLA2G4A,0.919
9606.ENSP00000286548,GNAQ,ARHGEF28,0.919
9606.ENSP00000286548,GNAQ,CX3CR1,0.918
9606.ENSP00000286548,GNAQ,DVL1,0.918
9606.ENSP00000286548,GNAQ,FZD9,0.917
9606.ENSP00000286548,GNAQ,MTNR1B,0.917
9606.ENSP00000286548,GNAQ,GNB5,0.917
9606.ENSP00000286548,GNAQ,FZD4,0.917
9606.ENSP00000286548,GNAQ,XCR1,0.916
9606.ENSP00000286548,GNAQ,CCR3,0.916
9606.ENSP00000286548,GNAQ,FZD3,0.915
9606.ENSP00000286548,GNAQ,FZD5,0.915
9606.ENSP00000286548,GNAQ,CCR10,0.914
9606.ENSP00000286548,GNAQ,CCR6,0.913
9606.ENSP00000286548,GNAQ,FZD2,0.913
9606.ENSP00000286548,GNAQ,FZD8,0.913
9606.ENSP00000286548,GNAQ,F2RL3,0.913
9606.ENSP00000286548,GNAQ,CXCR6,0.912
9606.ENSP00000286548,GNAQ,FZD10,0.912
9606.ENSP00000286548,GNAQ,CCR9,0.912
9606.ENSP00000286548,GNAQ,FZD7,0.912
9606.ENSP00000286548,GNAQ,DVL2,0.911
9606.ENSP00000286548,GNAQ,CHRM5,0.91
9606.ENSP00000286548,GNAQ,CCR8,0.91
9606.ENSP00000286548,GNAQ,KCNJ12,0.909
9606.ENSP00000286548,GNAQ,CCR4,0.908
9606.ENSP00000286548,GNAQ,KCNJ4,0.908
9606.ENSP00000286548,GNAQ,PLA2G6,0.908
9606.ENSP00000286548,GNAQ,ARRB1,0.908
9606.ENSP00000286548,GNAQ,KCNJ2,0.908
9606.ENSP00000286548,GNAQ,DVL3,0.908
9606.ENSP00000286548,GNAQ,KCNJ14,0.908
9606.ENSP00000286548,GNAQ,CAV1,0.905
9606.ENSP00000286548,GNAQ,KCNJ18,0.903
9606.ENSP00000286548,GNAQ,RGS21,0.903
9606.ENSP00000286548,GNAQ,RGS13,0.902
9606.ENSP00000286548,GNAQ,PIK3CA,0.901
9606.ENSP00000286548,GNAQ,GLP1R,0.901
9606.ENSP00000286548,GNAQ,PLA2G4D,0.9
9606.ENSP00000286548,GNAQ,PLA2G4E,0.9
9606.ENSP00000286548,GNAQ,PLA2G4F,0.9
9606.ENSP00000286548,GNAQ,PLA2G4C,0.9
9606.ENSP00000286548,GNAQ,JMJD7-PLA2G4B,0.9
9606.ENSP00000286548,GNAQ,PLA2G4B,0.9
9606.ENSP00000287647,FANCD2,FAN1,0.999
9606.ENSP00000287647,FANCD2,FANCB,0.999
9606.ENSP00000287647,FANCD2,FANCC,0.999
9606.ENSP00000287647,FANCD2,FANCE,0.999
9606.ENSP00000287647,FANCD2,UBE2T,0.999
9606.ENSP00000287647,FANCD2,FANCF,0.999
9606.ENSP00000287647,FANCD2,FANCA,0.999
9606.ENSP00000287647,FANCD2,BRCA1,0.999
9606.ENSP00000287647,FANCD2,FANCG,0.999
9606.ENSP00000287647,FANCD2,BRCA2,0.999
9606.ENSP00000287647,FANCD2,FANCI,0.999
9606.ENSP00000287647,FANCD2,FANCL,0.999
9606.ENSP00000287647,FANCD2,RAD51,0.998
9606.ENSP00000287647,FANCD2,USP1,0.998
9606.ENSP00000287647,FANCD2,FANCM,0.997
9606.ENSP00000287647,FANCD2,BRIP1,0.997
9606.ENSP00000287647,FANCD2,FAAP100,0.997
9606.ENSP00000287647,FANCD2,FAAP24,0.992
9606.ENSP00000287647,FANCD2,SLX4,0.992
9606.ENSP00000287647,FANCD2,PALB2,0.991
9606.ENSP00000287647,FANCD2,ATM,0.989
9606.ENSP00000287647,FANCD2,UBC,0.986
9606.ENSP00000287647,FANCD2,WDR48,0.978
9606.ENSP00000287647,FANCD2,MLH1,0.971
9606.ENSP00000287647,FANCD2,RBBP8,0.969
9606.ENSP00000287647,FANCD2,RPS27A,0.962
9606.ENSP00000287647,FANCD2,UBB,0.961
9606.ENSP00000287647,FANCD2,CENPS,0.96
9606.ENSP00000287647,FANCD2,CENPX,0.96
9606.ENSP00000287647,FANCD2,CHEK1,0.958
9606.ENSP00000287647,FANCD2,ERCC4,0.957
9606.ENSP00000287647,FANCD2,MSH2,0.957
9606.ENSP00000287647,FANCD2,ERCC1,0.951
9606.ENSP00000287647,FANCD2,UBA52,0.948
9606.ENSP00000287647,FANCD2,RAD18,0.939
9606.ENSP00000287647,FANCD2,MUS81,0.937
9606.ENSP00000287647,FANCD2,MDC1,0.936
9606.ENSP00000287647,FANCD2,RAD51C,0.934
9606.ENSP00000287647,FANCD2,BLM,0.933
9606.ENSP00000287647,FANCD2,HES1,0.933
9606.ENSP00000287647,FANCD2,ATR,0.93
9606.ENSP00000287647,FANCD2,XRCC3,0.926
9606.ENSP00000287647,FANCD2,POLN,0.918
9606.ENSP00000287647,FANCD2,XRCC5,0.918
9606.ENSP00000287647,FANCD2,SLX1A,0.916
9606.ENSP00000287647,FANCD2,MEN1,0.913
9606.ENSP00000287647,FANCD2,PRKDC,0.913
9606.ENSP00000287647,FANCD2,XRCC6,0.913
9606.ENSP00000287647,FANCD2,FOXO3,0.9
9606.ENSP00000287934,FZD1,WNT3A,0.998
9606.ENSP00000287934,FZD1,LRP5,0.998
9606.ENSP00000287934,FZD1,WNT1,0.997
9606.ENSP00000287934,FZD1,WNT5A,0.99
9606.ENSP00000287934,FZD1,WNT11,0.982
9606.ENSP00000287934,FZD1,DVL1,0.98
9606.ENSP00000287934,FZD1,LRP6,0.976
9606.ENSP00000287934,FZD1,RYK,0.976
9606.ENSP00000287934,FZD1,WNT2,0.953
9606.ENSP00000287934,FZD1,WNT7B,0.951
9606.ENSP00000287934,FZD1,WNT10B,0.947
9606.ENSP00000287934,FZD1,WNT4,0.946
9606.ENSP00000287934,FZD1,WNT2B,0.941
9606.ENSP00000287934,FZD1,ZNRF3,0.94
9606.ENSP00000287934,FZD1,GNAQ,0.94
9606.ENSP00000287934,FZD1,RNF43,0.939
9606.ENSP00000287934,FZD1,WNT7A,0.932
9606.ENSP00000287934,FZD1,WNT6,0.928
9606.ENSP00000287934,FZD1,DVL2,0.928
9606.ENSP00000287934,FZD1,AXIN1,0.928
9606.ENSP00000287934,FZD1,WNT3,0.926
9606.ENSP00000287934,FZD1,WNT10A,0.921
9606.ENSP00000287934,FZD1,WNT16,0.913
9606.ENSP00000287934,FZD1,CTNNB1,0.913
9606.ENSP00000287934,FZD1,BAMBI,0.913
9606.ENSP00000287934,FZD1,GPC4,0.911
9606.ENSP00000287934,FZD1,WNT5B,0.908
9606.ENSP00000287934,FZD1,ROR2,0.905
9606.ENSP00000287934,FZD1,DKK1,0.904
9606.ENSP00000287957,GATAD1,PHF12,0.965
9606.ENSP00000287957,GATAD1,KDM5A,0.959
9606.ENSP00000287957,GATAD1,EMSY,0.919
9606.ENSP00000287957,GATAD1,MORF4L1,0.913
9606.ENSP00000288078,FCSK,FPGT,0.953
9606.ENSP00000289004,HPD,HGD,0.999
9606.ENSP00000289004,HPD,TAT,0.998
9606.ENSP00000289004,HPD,FAH,0.993
9606.ENSP00000289004,HPD,GOT2,0.967
9606.ENSP00000289004,HPD,GOT1L1,0.963
9606.ENSP00000289004,HPD,GOT1,0.963
9606.ENSP00000289004,HPD,MIF,0.909
9606.ENSP00000289004,HPD,IL4I1,0.907
9606.ENSP00000289081,FANCC,FANCI,0.999
9606.ENSP00000289081,FANCC,FANCL,0.999
9606.ENSP00000289081,FANCC,FANCE,0.999
9606.ENSP00000289081,FANCC,CENPX,0.999
9606.ENSP00000289081,FANCC,CENPS,0.999
9606.ENSP00000289081,FANCC,FAAP20,0.999
9606.ENSP00000289081,FANCC,FANCF,0.999
9606.ENSP00000289081,FANCC,FANCD2,0.999
9606.ENSP00000289081,FANCC,FANCA,0.999
9606.ENSP00000289081,FANCC,FAAP100,0.999
9606.ENSP00000289081,FANCC,FANCM,0.999
9606.ENSP00000289081,FANCC,FANCG,0.999
9606.ENSP00000289081,FANCC,FANCB,0.999
9606.ENSP00000289081,FANCC,FAAP24,0.998
9606.ENSP00000289081,FANCC,HES1,0.998
9606.ENSP00000289081,FANCC,UBE2T,0.993
9606.ENSP00000289081,FANCC,POR,0.935
9606.ENSP00000289081,FANCC,BRCA1,0.926
9606.ENSP00000289081,FANCC,BRCA2,0.919
9606.ENSP00000289081,FANCC,BRIP1,0.913
